,Collection,BrandLine,StyleCode,GridValue,Style,Region,Size,Color,Demand,Color_Base,Color_Finish,Is_Multicolor,OpticalOrSun,BrandName,Brand_Tier,Lookalike_ID,Date,Glasses,Sunglasses,Glasses_3m_avg,Sunglasses_3m_avg,Glasses_pct_change,Sunglasses_pct_change,Trend_acetate_frame_glasses,Trend_Calvin_Klein_frames,Trend_FSA_glasses,Trend_metal_frame_glasses,Trend_Lacoste_frames,Trend_Nike_frames,Shape,FrameType,Material,is_summer,is_holiday_season,is_insurance_reset,4m_demand
123,KO,NIKE OPTICAL,NIKE 5036,4717024,NIKE 5036/47/Footbal,AMER,47,Footbal,81.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Square,Full,Plastic,0,1,0,578.0
124,KO,NIKE OPTICAL,NIKE 5036,4717024,NIKE 5036/47/Footbal,AMER,47,Footbal,138.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Square,Full,Plastic,0,0,1,567.0
125,KO,NIKE OPTICAL,NIKE 5036,4717024,NIKE 5036/47/Footbal,AMER,47,Footbal,160.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Square,Full,Plastic,0,0,0,504.0
126,KO,NIKE OPTICAL,NIKE 5036,4717024,NIKE 5036/47/Footbal,AMER,47,Footbal,146.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Square,Full,Plastic,0,0,0,445.0
127,KO,NIKE OPTICAL,NIKE 5036,4717024,NIKE 5036/47/Footbal,AMER,47,Footbal,134.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Square,Full,Plastic,0,0,0,415.0
132,KO,NIKE OPTICAL,NIKE 5057,4717025,NIKE 5057/47/SMOKE/L,AMER,47,SMOKE/L,0.0,grey,shiny,1.0,Optical,Nike,Sport,Nike_grey_NK5057,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,1.0
133,KO,NIKE OPTICAL,NIKE 5057,4717025,NIKE 5057/47/SMOKE/L,AMER,47,SMOKE/L,0.0,grey,shiny,1.0,Optical,Nike,Sport,Nike_grey_NK5057,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,1.0
134,KO,NIKE OPTICAL,NIKE 5057,4717025,NIKE 5057/47/SMOKE/L,AMER,47,SMOKE/L,0.0,grey,shiny,1.0,Optical,Nike,Sport,Nike_grey_NK5057,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,46.0
135,KO,NIKE OPTICAL,NIKE 5057,4717025,NIKE 5057/47/SMOKE/L,AMER,47,SMOKE/L,0.0,grey,shiny,1.0,Optical,Nike,Sport,Nike_grey_NK5057,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,101.0
136,KO,NIKE OPTICAL,NIKE 5057,4717025,NIKE 5057/47/SMOKE/L,AMER,47,SMOKE/L,1.0,grey,shiny,1.0,Optical,Nike,Sport,Nike_grey_NK5057,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,315.0
137,KO,NIKE OPTICAL,NIKE 5057,4717025,NIKE 5057/47/SMOKE/L,AMER,47,SMOKE/L,0.0,grey,shiny,1.0,Optical,Nike,Sport,Nike_grey_NK5057,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,536.0
138,KO,NIKE OPTICAL,NIKE 5057,4717025,NIKE 5057/47/SMOKE/L,AMER,47,SMOKE/L,45.0,grey,shiny,1.0,Optical,Nike,Sport,Nike_grey_NK5057,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,626.0
139,KO,NIKE OPTICAL,NIKE 5057,4717025,NIKE 5057/47/SMOKE/L,AMER,47,SMOKE/L,55.0,grey,shiny,1.0,Optical,Nike,Sport,Nike_grey_NK5057,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,704.0
144,KO,NIKE OPTICAL,NIKE 5036,4717034,NIKE 5036/47/Dark Gr,AMER,47,Dark Gr,84.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Square,Full,Plastic,0,0,0,316.0
145,KO,NIKE OPTICAL,NIKE 5036,4717034,NIKE 5036/47/Dark Gr,AMER,47,Dark Gr,82.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Square,Full,Plastic,0,0,0,307.0
146,KO,NIKE OPTICAL,NIKE 5036,4717034,NIKE 5036/47/Dark Gr,AMER,47,Dark Gr,62.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Square,Full,Plastic,0,1,0,326.0
147,KO,NIKE OPTICAL,NIKE 5036,4717034,NIKE 5036/47/Dark Gr,AMER,47,Dark Gr,80.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Square,Full,Plastic,0,1,0,329.0
148,KO,NIKE OPTICAL,NIKE 5036,4717034,NIKE 5036/47/Dark Gr,AMER,47,Dark Gr,92.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Square,Full,Plastic,0,0,1,335.0
149,KO,NIKE OPTICAL,NIKE 5036,4717034,NIKE 5036/47/Dark Gr,AMER,47,Dark Gr,73.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Square,Full,Plastic,0,0,0,307.0
150,KO,NIKE OPTICAL,NIKE 5036,4717034,NIKE 5036/47/Dark Gr,AMER,47,Dark Gr,81.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Square,Full,Plastic,0,0,0,269.0
151,KO,NIKE OPTICAL,NIKE 5036,4717034,NIKE 5036/47/Dark Gr,AMER,47,Dark Gr,83.0,grey,shiny,0.0,Optical,Nike,Sport,Nike_grey_NK5036,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Square,Full,Plastic,0,0,0,237.0
156,KO,NIKE OPTICAL,NIKE 5057,4717239,NIKE 5057/47/DARK TO,AMER,47,DARK TO,0.0,tortoise,shiny,0.0,Optical,Nike,Sport,Nike_tortoise_NK5057,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,0.0
157,KO,NIKE OPTICAL,NIKE 5057,4717239,NIKE 5057/47/DARK TO,AMER,47,DARK TO,0.0,tortoise,shiny,0.0,Optical,Nike,Sport,Nike_tortoise_NK5057,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,0.0
158,KO,NIKE OPTICAL,NIKE 5057,4717239,NIKE 5057/47/DARK TO,AMER,47,DARK TO,0.0,tortoise,shiny,0.0,Optical,Nike,Sport,Nike_tortoise_NK5057,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,0.0
159,KO,NIKE OPTICAL,NIKE 5057,4717239,NIKE 5057/47/DARK TO,AMER,47,DARK TO,0.0,tortoise,shiny,0.0,Optical,Nike,Sport,Nike_tortoise_NK5057,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,13.0
160,KO,NIKE OPTICAL,NIKE 5057,4717239,NIKE 5057/47/DARK TO,AMER,47,DARK TO,0.0,tortoise,shiny,0.0,Optical,Nike,Sport,Nike_tortoise_NK5057,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,68.0
161,KO,NIKE OPTICAL,NIKE 5057,4717239,NIKE 5057/47/DARK TO,AMER,47,DARK TO,0.0,tortoise,shiny,0.0,Optical,Nike,Sport,Nike_tortoise_NK5057,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,120.0
162,KO,NIKE OPTICAL,NIKE 5057,4717239,NIKE 5057/47/DARK TO,AMER,47,DARK TO,0.0,tortoise,shiny,0.0,Optical,Nike,Sport,Nike_tortoise_NK5057,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,153.0
163,KO,NIKE OPTICAL,NIKE 5057,4717239,NIKE 5057/47/DARK TO,AMER,47,DARK TO,13.0,tortoise,shiny,0.0,Optical,Nike,Sport,Nike_tortoise_NK5057,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,171.0
168,KO,NIKE OPTICAL,NIKE 5057,4717415,NIKE 5057/47/OBSIDIA,AMER,47,OBSIDIA,0.0,black,shiny,0.0,Optical,Nike,Sport,Nike_black_NK5057,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,1.0
169,KO,NIKE OPTICAL,NIKE 5057,4717415,NIKE 5057/47/OBSIDIA,AMER,47,OBSIDIA,0.0,black,shiny,0.0,Optical,Nike,Sport,Nike_black_NK5057,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,1.0
170,KO,NIKE OPTICAL,NIKE 5057,4717415,NIKE 5057/47/OBSIDIA,AMER,47,OBSIDIA,0.0,black,shiny,0.0,Optical,Nike,Sport,Nike_black_NK5057,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,52.0
171,KO,NIKE OPTICAL,NIKE 5057,4717415,NIKE 5057/47/OBSIDIA,AMER,47,OBSIDIA,0.0,black,shiny,0.0,Optical,Nike,Sport,Nike_black_NK5057,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,101.0
172,KO,NIKE OPTICAL,NIKE 5057,4717415,NIKE 5057/47/OBSIDIA,AMER,47,OBSIDIA,1.0,black,shiny,0.0,Optical,Nike,Sport,Nike_black_NK5057,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,290.0
173,KO,NIKE OPTICAL,NIKE 5057,4717415,NIKE 5057/47/OBSIDIA,AMER,47,OBSIDIA,0.0,black,shiny,0.0,Optical,Nike,Sport,Nike_black_NK5057,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,493.0
174,KO,NIKE OPTICAL,NIKE 5057,4717415,NIKE 5057/47/OBSIDIA,AMER,47,OBSIDIA,51.0,black,shiny,0.0,Optical,Nike,Sport,Nike_black_NK5057,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,573.0
175,KO,NIKE OPTICAL,NIKE 5057,4717415,NIKE 5057/47/OBSIDIA,AMER,47,OBSIDIA,49.0,black,shiny,0.0,Optical,Nike,Sport,Nike_black_NK5057,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,628.0
180,KO,NIKE OPTICAL,NIKE 5057,4717614,NIKE 5057/47/BURGUND,AMER,47,BURGUND,0.0,red,shiny,0.0,Optical,Nike,Sport,Nike_red_NK5057,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,1.0
181,KO,NIKE OPTICAL,NIKE 5057,4717614,NIKE 5057/47/BURGUND,AMER,47,BURGUND,0.0,red,shiny,0.0,Optical,Nike,Sport,Nike_red_NK5057,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,1.0
182,KO,NIKE OPTICAL,NIKE 5057,4717614,NIKE 5057/47/BURGUND,AMER,47,BURGUND,0.0,red,shiny,0.0,Optical,Nike,Sport,Nike_red_NK5057,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,32.0
183,KO,NIKE OPTICAL,NIKE 5057,4717614,NIKE 5057/47/BURGUND,AMER,47,BURGUND,0.0,red,shiny,0.0,Optical,Nike,Sport,Nike_red_NK5057,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,53.0
184,KO,NIKE OPTICAL,NIKE 5057,4717614,NIKE 5057/47/BURGUND,AMER,47,BURGUND,1.0,red,shiny,0.0,Optical,Nike,Sport,Nike_red_NK5057,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,121.0
185,KO,NIKE OPTICAL,NIKE 5057,4717614,NIKE 5057/47/BURGUND,AMER,47,BURGUND,0.0,red,shiny,0.0,Optical,Nike,Sport,Nike_red_NK5057,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,219.0
186,KO,NIKE OPTICAL,NIKE 5057,4717614,NIKE 5057/47/BURGUND,AMER,47,BURGUND,31.0,red,shiny,0.0,Optical,Nike,Sport,Nike_red_NK5057,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,241.0
187,KO,NIKE OPTICAL,NIKE 5057,4717614,NIKE 5057/47/BURGUND,AMER,47,BURGUND,21.0,red,shiny,0.0,Optical,Nike,Sport,Nike_red_NK5057,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,275.0
192,KO,NIKE OPTICAL,NIKE 5036,4717688,NIKE 5036/47/Soft Pi,AMER,47,Soft Pi,311.0,pink,shiny,0.0,Optical,Nike,Sport,Nike_pink_NK5036,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Square,Full,Plastic,0,0,0,1042.0
193,KO,NIKE OPTICAL,NIKE 5036,4717688,NIKE 5036/47/Soft Pi,AMER,47,Soft Pi,298.0,pink,shiny,0.0,Optical,Nike,Sport,Nike_pink_NK5036,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Square,Full,Plastic,0,0,0,1098.0
194,KO,NIKE OPTICAL,NIKE 5036,4717688,NIKE 5036/47/Soft Pi,AMER,47,Soft Pi,269.0,pink,shiny,0.0,Optical,Nike,Sport,Nike_pink_NK5036,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Square,Full,Plastic,0,1,0,1176.0
195,KO,NIKE OPTICAL,NIKE 5036,4717688,NIKE 5036/47/Soft Pi,AMER,47,Soft Pi,242.0,pink,shiny,0.0,Optical,Nike,Sport,Nike_pink_NK5036,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Square,Full,Plastic,0,1,0,1239.0
196,KO,NIKE OPTICAL,NIKE 5036,4717688,NIKE 5036/47/Soft Pi,AMER,47,Soft Pi,233.0,pink,shiny,0.0,Optical,Nike,Sport,Nike_pink_NK5036,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Square,Full,Plastic,0,0,1,1226.0
197,KO,NIKE OPTICAL,NIKE 5036,4717688,NIKE 5036/47/Soft Pi,AMER,47,Soft Pi,354.0,pink,shiny,0.0,Optical,Nike,Sport,Nike_pink_NK5036,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Square,Full,Plastic,0,0,0,1169.0
198,KO,NIKE OPTICAL,NIKE 5036,4717688,NIKE 5036/47/Soft Pi,AMER,47,Soft Pi,347.0,pink,shiny,0.0,Optical,Nike,Sport,Nike_pink_NK5036,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Square,Full,Plastic,0,0,0,1082.0
199,KO,NIKE OPTICAL,NIKE 5036,4717688,NIKE 5036/47/Soft Pi,AMER,47,Soft Pi,305.0,pink,shiny,0.0,Optical,Nike,Sport,Nike_pink_NK5036,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Square,Full,Plastic,0,0,0,1085.0
204,LA,LACOSTE OPTICAL,L3632,4718215,L3632/47/HAVANA/BLUE,AMER,47,HAVANA/BLUE,44.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,178.0
205,LA,LACOSTE OPTICAL,L3632,4718215,L3632/47/HAVANA/BLUE,AMER,47,HAVANA/BLUE,28.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,197.0
206,LA,LACOSTE OPTICAL,L3632,4718215,L3632/47/HAVANA/BLUE,AMER,47,HAVANA/BLUE,49.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,186.0
207,LA,LACOSTE OPTICAL,L3632,4718215,L3632/47/HAVANA/BLUE,AMER,47,HAVANA/BLUE,46.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,192.0
208,LA,LACOSTE OPTICAL,L3632,4718215,L3632/47/HAVANA/BLUE,AMER,47,HAVANA/BLUE,55.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,171.0
209,LA,LACOSTE OPTICAL,L3632,4718215,L3632/47/HAVANA/BLUE,AMER,47,HAVANA/BLUE,47.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,161.0
210,LA,LACOSTE OPTICAL,L3632,4718215,L3632/47/HAVANA/BLUE,AMER,47,HAVANA/BLUE,38.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,154.0
211,LA,LACOSTE OPTICAL,L3632,4718215,L3632/47/HAVANA/BLUE,AMER,47,HAVANA/BLUE,52.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,142.0
216,LA,LACOSTE OPTICAL,L3632,4718219,L3632/47/HAVANA/PINK,AMER,47,HAVANA/PINK,47.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,212.0
217,LA,LACOSTE OPTICAL,L3632,4718219,L3632/47/HAVANA/PINK,AMER,47,HAVANA/PINK,59.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,200.0
218,LA,LACOSTE OPTICAL,L3632,4718219,L3632/47/HAVANA/PINK,AMER,47,HAVANA/PINK,46.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,218.0
219,LA,LACOSTE OPTICAL,L3632,4718219,L3632/47/HAVANA/PINK,AMER,47,HAVANA/PINK,45.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,240.0
220,LA,LACOSTE OPTICAL,L3632,4718219,L3632/47/HAVANA/PINK,AMER,47,HAVANA/PINK,62.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,255.0
221,LA,LACOSTE OPTICAL,L3632,4718219,L3632/47/HAVANA/PINK,AMER,47,HAVANA/PINK,47.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,259.0
222,LA,LACOSTE OPTICAL,L3632,4718219,L3632/47/HAVANA/PINK,AMER,47,HAVANA/PINK,64.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,236.0
223,LA,LACOSTE OPTICAL,L3632,4718219,L3632/47/HAVANA/PINK,AMER,47,HAVANA/PINK,67.0,tortoise,shiny,1.0,Optical,Lacoste,Premium,Lacoste_tortoise_40244,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,221.0
228,LA,LACOSTE OPTICAL,L3632,4718315,L3632/47/SHINY GREEN,AMER,47,SHINY GREEN,20.0,green,shiny,0.0,Optical,Lacoste,Premium,Lacoste_green_40244,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,58.0
229,LA,LACOSTE OPTICAL,L3632,4718315,L3632/47/SHINY GREEN,AMER,47,SHINY GREEN,24.0,green,shiny,0.0,Optical,Lacoste,Premium,Lacoste_green_40244,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,67.0
230,LA,LACOSTE OPTICAL,L3632,4718315,L3632/47/SHINY GREEN,AMER,47,SHINY GREEN,13.0,green,shiny,0.0,Optical,Lacoste,Premium,Lacoste_green_40244,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,75.0
231,LA,LACOSTE OPTICAL,L3632,4718315,L3632/47/SHINY GREEN,AMER,47,SHINY GREEN,8.0,green,shiny,0.0,Optical,Lacoste,Premium,Lacoste_green_40244,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,95.0
232,LA,LACOSTE OPTICAL,L3632,4718315,L3632/47/SHINY GREEN,AMER,47,SHINY GREEN,13.0,green,shiny,0.0,Optical,Lacoste,Premium,Lacoste_green_40244,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,108.0
233,LA,LACOSTE OPTICAL,L3632,4718315,L3632/47/SHINY GREEN,AMER,47,SHINY GREEN,33.0,green,shiny,0.0,Optical,Lacoste,Premium,Lacoste_green_40244,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,98.0
234,LA,LACOSTE OPTICAL,L3632,4718315,L3632/47/SHINY GREEN,AMER,47,SHINY GREEN,21.0,green,shiny,0.0,Optical,Lacoste,Premium,Lacoste_green_40244,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,106.0
235,LA,LACOSTE OPTICAL,L3632,4718315,L3632/47/SHINY GREEN,AMER,47,SHINY GREEN,28.0,green,shiny,0.0,Optical,Lacoste,Premium,Lacoste_green_40244,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,93.0
240,LA,LACOSTE OPTICAL,L3632,4718424,L3632/47/MATTE BLUE,AMER,47,MATTE BLUE,20.0,blue,matte,0.0,Optical,Lacoste,Premium,Lacoste_blue_40244,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,90.0
241,LA,LACOSTE OPTICAL,L3632,4718424,L3632/47/MATTE BLUE,AMER,47,MATTE BLUE,27.0,blue,matte,0.0,Optical,Lacoste,Premium,Lacoste_blue_40244,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,85.0
242,LA,LACOSTE OPTICAL,L3632,4718424,L3632/47/MATTE BLUE,AMER,47,MATTE BLUE,25.0,blue,matte,0.0,Optical,Lacoste,Premium,Lacoste_blue_40244,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,81.0
243,LA,LACOSTE OPTICAL,L3632,4718424,L3632/47/MATTE BLUE,AMER,47,MATTE BLUE,20.0,blue,matte,0.0,Optical,Lacoste,Premium,Lacoste_blue_40244,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,92.0
244,LA,LACOSTE OPTICAL,L3632,4718424,L3632/47/MATTE BLUE,AMER,47,MATTE BLUE,18.0,blue,matte,0.0,Optical,Lacoste,Premium,Lacoste_blue_40244,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,89.0
245,LA,LACOSTE OPTICAL,L3632,4718424,L3632/47/MATTE BLUE,AMER,47,MATTE BLUE,22.0,blue,matte,0.0,Optical,Lacoste,Premium,Lacoste_blue_40244,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,92.0
246,LA,LACOSTE OPTICAL,L3632,4718424,L3632/47/MATTE BLUE,AMER,47,MATTE BLUE,21.0,blue,matte,0.0,Optical,Lacoste,Premium,Lacoste_blue_40244,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,97.0
247,LA,LACOSTE OPTICAL,L3632,4718424,L3632/47/MATTE BLUE,AMER,47,MATTE BLUE,31.0,blue,matte,0.0,Optical,Lacoste,Premium,Lacoste_blue_40244,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,83.0
